rest_id,rest_name,rest_url,rest_address,city,country,latitude,longitude,location_url,rest_timing,rest_rating,rest_review,rest_about,cuisines,features,meals
67,D'Desi Aroma Restaurant,http://www.ddesiaroma.in,"Ramgarh Road Opp Shiv Madi Mandir, Jaisalmer 345001 India",Jaisalmer,India,26.944931,70.88949,"https://maps.google.com/maps?saddr=&daddr=Ramgarh+Road+Opp+Shiv+Madi+Mandir%2C+Jaisalmer+345001+India@26.944931,70.88949",11:00 AM - 11:00 PM,4.5 ,123,"D Desi Aroma meaning taste in India , blends Rajasthani and Chinese to create a casual dining experiences with higher level of creativity. Savour our local favourites along with cuisiness.We are serving best food with good amenities like pool, garden and huts. Best restaurant in jaisalmer. We provide Indian, South Indian, Chinese, Mexican foods with peaceful and natural environment.","Chinese, Indian, Asian","Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Validated Parking, Wheelchair Accessible, Table Service",None
68,Royal Rasoi,http://www.facebook.com/Royal-Rasoi-173009599519494/,"Fort Road, across from Hotel Sohan Deep, Jaisalmer India",Jaisalmer,India,26.910103,70.915115,"https://maps.google.com/maps?saddr=&daddr=Fort+Road%2C+across+from+Hotel+Sohan+Deep%2C+Jaisalmer+India@26.910103,70.915115",11:30 AM - 3:30 PM6:30 PM - 11:30 PM,4.5 ,91,None,"Indian, Asian","Takeout, Seating, Table Service, Delivery, Reservations",None
70,Ristorante Italiano Om,http://ristorante-italiano-om.webs.com/,"Kund para near the Laxminath Temple on fort, Jaisalmer 345001 India",Jaisalmer,India,26.912928,70.911705,"https://maps.google.com/maps?saddr=&daddr=Kund+para+near+the+Laxminath+Temple+on+fort%2C+Jaisalmer+345001+India@26.912928,70.911705",:  See all hours,4.0 ,187,None,"Italian, Indian, Pizza","Outdoor Seating, Seating, Serves Alcohol, Table Service, Delivery, Reservations",None
71,Desert Boy's Dhani,http://www.facebook.com/pages/Desert-boys-Dhani/1446271365603707,"Near Nagar Palika, Jaisalmer 345001 India",Jaisalmer,India,26.909706,70.913734,"https://maps.google.com/maps?saddr=&daddr=Near+Nagar+Palika%2C+Jaisalmer+345001+India@26.909706,70.913734",08:00 AM - 11:30 PM,4.0 ,324,None,"Indian, Asian","Takeout, Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Table Service, Parking Available, Live Music",None
73,3d Cafe lounge restaurant,http://www.facebook.com/3dcafe,"Gandhi Chowk Rd, Sadar Bazar, Jaisalmer 345001 India",Jaisalmer,India,26.916649,70.911255,"https://maps.google.com/maps?saddr=&daddr=Gandhi+Chowk+Rd%2C+Sadar+Bazar%2C+Jaisalmer+345001+India@26.916649,70.911255",12:00 AM - 11:59 PM,5.0 ,30,"hi every one this is the our 3D cafe in golden city of jaisalmer we server in our cafe Chinese,italian .mexican indian,bar. loung ,fusion ,vegetearian ,friendly , vegan options , gluten free options. dinning hall with up stairs have beautiful view of the golden fort and city ..","Italian, Chinese, Indian, Cafe","Reservations, Table Service, Delivery, Buffet, Seating, Parking Available, Cash Only",None
75,The Lio Pizza Jaisalmer,https://facebook.com/pg/theliopizzajaisalmer/menu/,"Shop Number 490, Gopa Chowk, Jaisalmer Fort, Jaisalmer 345001 India",Jaisalmer,India,26.913607,70.913994,"https://maps.google.com/maps?saddr=&daddr=Shop+Number+490%2C+Gopa+Chowk%2C+Jaisalmer+Fort%2C+Jaisalmer+345001+India@26.913607,70.913994",11:00 AM - 11:00 PM,5.0 ,20,The Lio Pizza Jaisalmer is the first pizza restaurant in the Golden City located at Gopa Chowk. Ready to serve an array of delicacies.,"Italian, Pizza",None,None
76,Bikaner Restaurant,,"Near Geeta Ashram Circle Hanuman Circle Road, Jaisalmer 345001 India",Jaisalmer,India,26.9184,70.90908,"https://maps.google.com/maps?saddr=&daddr=Near+Geeta+Ashram+Circle+Hanuman+Circle+Road%2C+Jaisalmer+345001+India@26.9184,70.90908",07:00 AM - 11:00 PM,4.5 ,71,Bikaner Restaurant Jaisalmer’s oldest garden restaurant fully ac lounge and dining area. provide 100% vegetarian food,"Chinese, Indian, Pizza, Fast food, Asian, Healthy","Delivery, Takeout, Reservations, Outdoor Seating, Seating, Validated Parking, Table Service",None
81,Heritage House Rooftop Restaurant,http://www.hotelheritagehouse.com,"583, 584 Hotel Heritage House Anchalvanshi Colony Anchalvanshi Colony, Jaisalmer 345001 India",Jaisalmer,India,26.92329,70.90879,"https://maps.google.com/maps?saddr=&daddr=583%2C+584+Hotel+Heritage+House+Anchalvanshi+Colony+Anchalvanshi+Colony%2C+Jaisalmer+345001+India@26.92329,70.90879",07:30 AM - 10:30 PM,5.0 ,26,Heritage Rooftop Restaurant Jaisalmer offers best food in Jaisalmer city with great ambiance and stunning view of Jaisalmer Fort and city.,"Indian, American, International, Asian, Arabic","Table Service, Delivery, Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Street Parking, Free off-street parking, Television, Serves Alcohol, Wine and Beer, Digital Payments, Free Wifi",None
83,Kanishka Restaurant,http://www.kanishkarestaurant.in,"C. V. S. Collony, Jaisalmer India",Jaisalmer,India,26.916632,70.90523,"https://maps.google.com/maps?saddr=&daddr=C.+V.+S.+Collony%2C+Jaisalmer+India@26.916632,70.90523",07:00 AM - 11:00 PM,4.5 ,79,None,"Indian, Asian","Takeout, Seating, Table Service, Delivery, Reservations",None
87,Restaurant Yokoso Jaisalmer,http://www.facebook.com/RestaurantYokosoJaisalmer,"Gandhi Chowk, Main Pura Rd, Jaisalmer 345001 India",Jaisalmer,India,26.909403,70.91254,"https://maps.google.com/maps?saddr=&daddr=Gandhi+Chowk%2C+Main+Pura+Rd%2C+Jaisalmer+345001+India@26.909403,70.91254",08:00 AM - 11:00 PM,5.0 ,25,None,"Italian, Chinese, American, Indian, Tibetan","Table Service, Seating",None
88,Maharaja Restaurant,http://maharajarestaurant.in/,"Hanuman Chauraha Yogesh and Company, Jaisalmer 345001 India",Jaisalmer,India,26.91786,70.90862,"https://maps.google.com/maps?saddr=&daddr=Hanuman+Chauraha+Yogesh+and+Company%2C+Jaisalmer+345001+India@26.91786,70.90862",11:00 AM - 11:00 PM,4.5 ,45,"By Puskarna Brahamin Lauj since 1993. The Royal Thali Plaza.Maharaja Restaurant is pure veg restaurant with Air Conditioned environment and special sitting facility for family. We also arrange Birthday, Kitty Parties and Buffey System. We use Kent RO Water.","Indian, Asian","Seating, Table Service",None
90,Midtown restaurant,http://www.midtownjaisalmer.co.in,"Gopa Chowk Main Gopa Chowk, Jaisalmer 345001 India",Jaisalmer,India,26.91398,70.91399,"https://maps.google.com/maps?saddr=&daddr=Gopa+Chowk+Main+Gopa+Chowk%2C+Jaisalmer+345001+India@26.91398,70.91399",07:00 AM - 11:00 PM,4.0 ,104,"Welcome to JAISALMER(Rajasthan) City. MIDTOWN RESTAURANT in Jaisalmer. Restaurant leading since 16 October 1993. We are presenting our special menu with great Indian, Chinese, Continental, Italian food in rajasthnai cuisine. The city of Jaisalmer has a rich cultural heritage and thus it boasts of a rich cuisine as well. The western part of India has a distinct food culture of its own and it is very different from the other Indian cuisines. MIDTOWN RESTAURANT is one of the most famous restaurants serving authentic Rajasthani cuisine. Sun rise from our roof top. Watch rare sunrise and natural light reflection on golden fort.","Asian, Italian, Indian","Takeout, Reservations, Seating, Table Service",None
91,Jaisal Cafe,,"Khejer Para, Manak Chowk, Amar Sagar Pol Jaisalmer Fort, Jaisalmer 345001 India",Jaisalmer,India,26.9123,70.91456,"https://maps.google.com/maps?saddr=&daddr=Khejer+Para%2C+Manak+Chowk%2C+Amar+Sagar+Pol+Jaisalmer+Fort%2C+Jaisalmer+345001+India@26.9123,70.91456",12:00 AM - 11:59 PM,5.0 ,24,"Our place inside the old fort and enjoys spectacular views towards the Thar desert, Gadisar Lake and the city of Jaisalmer. You will enjoy your stay because of breathtaking sunsets, the wide range of international dishes and our traditional Rajasthani interior decoration.also five years old house. This house in Bollywood movie too,","Indian, Cafe, Italian, Chinese, Tibetan",Reservations,None
92,Restaurant Desert Bite,http://www.facebook.com/profile.php?id=100044607026382,"Seemagram Swarajya Campus Inside Fort, Jaisalmer 345001 India",Jaisalmer,India,26.909592,70.91464,"https://maps.google.com/maps?saddr=&daddr=Seemagram+Swarajya+Campus+Inside+Fort%2C+Jaisalmer+345001+India@26.909592,70.91464",09:00 AM - 11:00 PM,4.5 ,35,None,"Indian, Fast food, Asian","Takeout, Reservations, Table Service, Seating",None
93,The Local Food Restaurant,http://thelocalfoodrestaurant.business.site/,"Amar Sagar Road Near Amar Sagar Jain Temple, Jaisalmer 345001 India",Jaisalmer,India,26.926577,70.87158,"https://maps.google.com/maps?saddr=&daddr=Amar+Sagar+Road+Near+Amar+Sagar+Jain+Temple%2C+Jaisalmer+345001+India@26.926577,70.87158",12:00 AM - 11:59 PM,5.0 ,16,We at The Local Food Restaurant are apecialised for our local rajasthani Food with cook by our rajasthani chef. We also offer Indian and chinese food .,"Chinese, Indian, Asian, Diner","Delivery, Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Valet Parking, Free off-street parking, Digital Payments, Free Wifi, Table Service, Playgrounds, Dog Friendly, Family style, Non-smoking restaurants",None
94,New Kissan Restaurant,http://www.facebook.com/RelishTeignmouth/,"Air force circle Near hotel tokyo place, Jaisalmer 345001 India",Jaisalmer,India,26.908855,70.912415,"https://maps.google.com/maps?saddr=&daddr=Air+force+circle+Near+hotel+tokyo+place%2C+Jaisalmer+345001+India@26.908855,70.912415",08:00 AM - 11:00 PM,4.5 ,35,Kissan resturent is a local resturent which you find very easy locoted near tokyo place hotel we sareve indian vegitrain and non vegitraian food And Our cook have more then 10 years experince about how to make good testy food As well as we have cold drincks,"Chinese, Asian, South American, Colombian, Italian, Indian","Takeout, Reservations, Seating, Wheelchair Accessible, Table Service",None
95,Tripti restaurant,,"Dhiba Para Near National Handloom, Jaisalmer 345001 India",Jaisalmer,India,26.911173,70.914925,"https://maps.google.com/maps?saddr=&daddr=Dhiba+Para+Near+National+Handloom%2C+Jaisalmer+345001+India@26.911173,70.914925",09:00 AM - 11:00 PM,5.0 ,22,None,"Italian, Chinese, Indian","Reservations, Delivery, Outdoor Seating, Private Dining, Seating, Parking Available, Free off-street parking, Free Wifi, Table Service",None
97,The Meera Restaurant,https://www.facebook.com/Meera-Food-Court-254684981939901/,"Main Road,Gadisar circle Gadisar lake Parking, Jaisalmer 345001 India",Jaisalmer,India,26.910503,70.9197,"https://maps.google.com/maps?saddr=&daddr=Main+Road%2CGadisar+circle+Gadisar+lake+Parking%2C+Jaisalmer+345001+India@26.910503,70.9197",10:00 AM - 11:00 PM,5.0 ,24,"Meera Food is the AC Restaurant providing Multi Cuisine dishes with a visible kitchen, adopting the fast food concept.We provide you the fastest home delivery in the town.In the couple of years it became the rage of the town. This restaurant is a milestone for people who wanted to have the street food in a neat and clean environment. Meera Food is having AC Dining Hall, Open Courtyard, AC Conference Hall and AC Banquet Hall.","Chinese, Indian, Italian, Cafe, Fast food, Asian, Soups","Takeout, Reservations, Seating, Accepts Credit Cards, Table Service, Delivery, Digital Payments",None
98,Cafe Daa,,"Hawa Pol On Fort, Jaisalmer 345001 India",Jaisalmer,India,26.913012,70.91333,"https://maps.google.com/maps?saddr=&daddr=Hawa+Pol+On+Fort%2C+Jaisalmer+345001+India@26.913012,70.91333",07:00 AM - 10:00 PM,5.0 ,17,None,"Cafe, Italian","Seating, Free Wifi, Table Service",None
99,Bhatia Sweets,,"Shiv Road Near Gopa Chowk, Jaisalmer 345001 India",Jaisalmer,India,26.91245,70.91104,"https://maps.google.com/maps?saddr=&daddr=Shiv+Road+Near+Gopa+Chowk%2C+Jaisalmer+345001+India@26.91245,70.91104",07:15 AM - 9:45 PM,4.5 ,34,None,Indian,Takeout,None
103,Daawat Restaurant,http://www.thegrandkhalifa.com,"Near Airforce Circle Fort Road Dhibba Para Jaisalmer, Jaisalmer 345001 India",Jaisalmer,India,26.91025,70.91252,"https://maps.google.com/maps?saddr=&daddr=Near+Airforce+Circle+Fort+Road+Dhibba+Para+Jaisalmer%2C+Jaisalmer+345001+India@26.91025,70.91252",12:00 AM - 11:59 PM,5.0 ,14,"The Restaurant will deliver freshlyand on the spor made delicous food items to the customer , This Restaurant will be inaugurated in indian non veg The spcialties if the restaurant will be Changezi Chicken . Chicken Afghani Chicken seekh kabab chicken Malai Tikka will be offered in different styles and flvours .side dishes will aso be offered, menu it will be a family Restaurant","Indian, Italian, Chinese, American, Middle Eastern, Afghani","Table Service, Reservations, Seating",None
105,Lake View Restaurant,http://www.hotelsurja.com,"On Top of Hotel Surja, Jaisalmer, Rajasthan, Jaisalmer 345001 India",Jaisalmer,India,26.912745,70.9144,"https://maps.google.com/maps?saddr=&daddr=On+Top+of+Hotel+Surja%2C+Jaisalmer%2C+Rajasthan%2C+Jaisalmer+345001+India@26.912745,70.9144",09:00 AM - 10:00 PM,4.0 ,97,None,"Indian, Pizza, International","Outdoor Seating, Seating, Takeout, Reservations, Serves Alcohol, Table Service",None
107,The Art Bliss,http://wonbinsafari.com/wonbin-safari-restaurant.aspx,"Wonbin Safari Hostel Near Fort, Dhibba Para, Jaisalmer 345001 India",Jaisalmer,India,26.910686,70.911995,"https://maps.google.com/maps?saddr=&daddr=Wonbin+Safari+Hostel+Near+Fort%2C+Dhibba+Para%2C+Jaisalmer+345001+India@26.910686,70.911995",:  See all hours,5.0 ,16,"The Art Bliss cafe is now in the Golden City of India - Jaisalmer. We have delicious food, humble staff, great view and lovely vibes. Enjoy our rooftop restaurant with the beautiful views of the fort and city. We are very close to the city centre. Come once, feel like staying forever. Enjoy Life. Happy Life.","Italian, Chinese, American, Indian","Reservations, Table Service, Seating",None
108,Moonlight Restaurant (Pure Vegetarian),http://moonlighthotelresort.com/,"Hanuman Circle at Hotel Moonlight, Opp. Head Post Office, Jaisalmer 345001 India",Jaisalmer,India,26.91592,70.90832,"https://maps.google.com/maps?saddr=&daddr=Hanuman+Circle+at+Hotel+Moonlight%2C+Opp.+Head+Post+Office%2C+Jaisalmer+345001+India@26.91592,70.90832",07:30 AM - 10:30 PM,4.0 ,38,"Experience the difference!!! Quality of Veg. Foods… Romantic Candlelight Dinner!!! Musical atmosphere… The Staff is Attentive, Friendly & Professional!!! Where upscale nightlife is define… Perfect for your next event !!!","Indian, Chinese, Pizza, Asian","Takeout, Seating, Parking Available, Valet Parking, Digital Payments, Free Wifi, Accepts Credit Cards, Delivery, Reservations, Outdoor Seating, Table Service",None
109,Shiva Café,http://shivacamelsafari.com/cafe,"Inside the Fort, Kund Para Near Laxminath Ji Temple, Jaisalmer 345001 India",Jaisalmer,India,26.91341,70.912285,"https://maps.google.com/maps?saddr=&daddr=Inside+the+Fort%2C+Kund+Para+Near+Laxminath+Ji+Temple%2C+Jaisalmer+345001+India@26.91341,70.912285",08:00 AM - 11:00 PM,4.5 ,46,"Part of Shiva Guest House, our cafe offers delicious home cooked food for breakfast, lunch and dinner. We serve Indian, Chinese, Italian food as well as Rajasthani specials and soups, salads, pancakes, sandwiches, omelettes and drinks. The perfect place to spend a calm sunny afternoon relaxing inside the old fort.","Italian, Cafe, Indian","Takeout, Seating, Buffet, Cash Only, Free Wifi, Delivery, Reservations",None
111,HALO Jaisalmer,,"1339, near Gaj Mandir, Gadisar talab, Jaisalmer 345001 India",Jaisalmer,India,26.90928,70.923065,"https://maps.google.com/maps?saddr=&daddr=1339%2C+near+Gaj+Mandir%2C+Gadisar+talab%2C+Jaisalmer+345001+India@26.90928,70.923065",09:30 AM - 10:00 PM,4.5 ,18,"Khamma Ghani Jaisalmer! HALO Jaisalmer is the coolest and only lake view cafe in the golden city Jaisalmer, India. We offer a fantastic range of contemporary cuisine with delicious food, refreshing drinks and above all, a relaxing yet happening vibe at the city's one of the most iconic destinations, The Gadisar Lakefront.","Indian, Cafe, Italian, Mexican","Seating, Outdoor Seating, Parking Available, Street Parking, Digital Payments, Cash Only, Free Wifi, Table Service, Waterfront, Family style",None
113,Hotel Victoria,http://www.hotelvictoriajaisalmer.com/Facilities.html,"On Fort, Kund Para, Jaisalmer 345001 India",Jaisalmer,India,26.9167,70.9,"https://maps.google.com/maps?saddr=&daddr=On+Fort%2C+Kund+Para%2C+Jaisalmer+345001+India@26.9167,70.9",07:00 AM - 10:00 PM,4.5 ,23,Victoria Restaurant is located inside the ancient fort of Jaisalmer. It has amazing sunset views and is renowned for its thalis and authentic Rajasthani cuisine.,"Indian, Italian, Pizza, Asian","Reservations, Seating, Table Service",None
114,The Mand Desert Cafe & Restaurant,,"Kotri Para, On Fort, Jaisalmer, Jaisalmer 345001 India",Jaisalmer,India,26.91659,70.88833,"https://maps.google.com/maps?saddr=&daddr=Kotri+Para%2C+On+Fort%2C+Jaisalmer%2C+Jaisalmer+345001+India@26.91659,70.88833",07:30 AM - 11:00 PM,5.0 ,10,Multi-cuisine restaurant and cafe with a great view of Jaisalmer city and fort. you will get an excellent view of the palace and city from our cafe.,"Italian, Chinese, Indian, Pizza, Soups",None,None
116,La Purezza,http://lapurezza.blogspot.in/,"In Side Fort Vyasa Para, Jaisalmer 345001 India",Jaisalmer,India,26.912682,70.91161,"https://maps.google.com/maps?saddr=&daddr=In+Side+Fort+Vyasa+Para%2C+Jaisalmer+345001+India@26.912682,70.91161",12:00 AM - 11:59 PM,4.0 ,79,La Purezza Welcome's you for Fresh italian Food . We Also serve pure home styles indian food ( Cooked in our home's kitchen ) our best thali is starting from 150Rs Only. Ask for Hookah / Real Coffee / sunset. Available Delivery .,"Italian, Indian","Takeout, Serves Alcohol, Outdoor Seating, Street Parking, Wine and Beer, Cash Only, Free Wifi, Delivery, Reservations, Seating, Parking Available, Table Service",None
117,Spice Garden,,"Gandhi Colony Hotel Dhola Maru, Jaisalmer 345001 India",Jaisalmer,India,26.91911,70.921005,"https://maps.google.com/maps?saddr=&daddr=Gandhi+Colony+Hotel+Dhola+Maru%2C+Jaisalmer+345001+India@26.91911,70.921005",:  See all hours,5.0 ,9,"Treat Yourself With Mouth Watering Delicacies ,or Refresh With A Drink In The Laid Back Atmosphere Of Our Pool Side Garden Restaurant Along With Your Loved Ones ,","Italian, Chinese, American, Indian, Israeli","Reservations, Gift Cards Available",None
118,The Refreshing Point Restaurant,,"Ring Rd Khejer Para, Manak Chowk, Amar Sagar Pol, Jaisalmer 345001 India",Jaisalmer,India,26.91119,70.91237,"https://maps.google.com/maps?saddr=&daddr=Ring+Rd+Khejer+Para%2C+Manak+Chowk%2C+Amar+Sagar+Pol%2C+Jaisalmer+345001+India@26.91119,70.91237",07:00 AM - 10:00 PM,4.5 ,23,None,Indian,"Takeout, Seating, Table Service",None
120,The Tandoor Roof Top Restaurant,,"Near Fort Parking Ring road, Jaisalmer 345001 India",Jaisalmer,India,26.911049,70.91226,"https://maps.google.com/maps?saddr=&daddr=Near+Fort+Parking+Ring+road%2C+Jaisalmer+345001+India@26.911049,70.91226",10:00 AM - 10:00 PM,5.0 ,9,The Tandoor is a Multi cuisine roof top restaurant with all kind of meals.,"Italian, Chinese, American, Indian, Thai",None,None
123,Restaurant Junction Palace,,"Dandencer lake,Dr. K. L. Achalvansi colony, Jaisalmer 345001 India",Jaisalmer,India,26.925764,70.90752,"https://maps.google.com/maps?saddr=&daddr=Dandencer+lake%2CDr.+K.+L.+Achalvansi+colony%2C+Jaisalmer+345001+India@26.925764,70.90752",12:00 AM - 11:59 PM,4.0 ,80,"Junction Palace is a prime fine dining Restaurant in the heart of Golden City serving its guests since last five years. The Restaurant has discovered by Kr. Mahendra Singh Dabri to provide a completely unique experience to its Guests in hospitality, Ambience, Architecture and not too forget the mouth watering Cuisines. The concept came into shape when Mr. Mahendra Singh decided to renovated this heritage building to preserve and keep history alive for forever this Restaurant building which is located around a pond call Dedancer lake This Restaurant is based on a Serai House theme in Indoislamic Architecture. The thought was to provide Guests an unexpected experience in Rajasthan with the usual warm Hospitality which Rajasthan is famous for. Mr. Mahendra Singh himself is a distinguished person known for his contribution to Rajasthan Tourism at large. He is also a frequent writer on the tourism aspects of Rajasthan. This restaurant is now counted among the top 03 Restaurants of Jaisalmer. Countless Reviews can be found in different Travelers Handbooks mentioning the exotic Dishes and a very Warm Hospitality. Junction Palace serves both Non-Vegetarian and Vegetarian Cuisines to its guests. For this there are separate kitchens to provide comfort to Vegetarian guests also. Among the top Cuisines available are Italian Continental, Chinese and not to forget Indian. Activities like Folk dance and music, keep the visitors hooked to the delight of eating food at the restaurant. It's only 2 minutes in a richshaw, great views of the fort from terrace.","Indian, International","Seating, Serves Alcohol, Reservations, Outdoor Seating, Table Service",None
